temperature,precipitation,elevation,forest_cover,humidity,class
12.122456573123586,1610.704322503491,185.8731655038242,97.98514980294475,84.10073338643002,1
10.579917655113242,728.7924209186571,433.97935695318836,84.01747354236313,62.883812980522045,0
10.91938414486781,1176.9510779491882,971.0380175152409,9.915048110168403,83.75198474805006,0
15.82773312724958,508.18634102184717,143.28402646813095,44.231678455130954,72.92854963894847,0
13.600525326559437,1526.8995004633168,174.9403929378529,90.98593829223117,88.73356858318846,1
11.999882803915032,-301.3705722505465,1140.199636570748,1.7485181606744973,64.92738350994614,0
8.890108126359282,641.524643486614,1847.442899630149,69.64887943046894,63.24706684059548,0
21.26273441397982,1320.3274475178068,403.5077281425104,47.119334755486186,28.856791976639773,0
31.347438813791644,1384.0587278621242,283.8963780494644,50.52361827552376,19.757043077864875,0
7.962877970164853,635.3755495798612,1327.939353670344,21.339225210200823,68.83841106419605,0
11.405098481412637,793.8072535694,1579.6335614565044,17.710938118382412,88.51679025411181,0
13.416950331746449,1041.1668410257475,1250.9438370252153,57.66573693205083,54.900949482092564,0
20.392770044267383,1203.3033803113171,651.148867602932,54.261857280089565,76.99614259458141,0
6.924676252538754,877.4370790536302,1429.2860189948565,86.61281457709444,37.84257113481498,0
9.250928799046315,1238.807906564891,451.239771439971,67.08194171110392,71.58948768186836,1
26.1966140325597,1497.7994665198573,292.59649933310965,39.57843337295757,76.98301422920599,0
22.909513985261878,1384.5209918032929,670.7271329131946,75.92211395646467,52.351083711796406,0
6.67650653826696,1157.771824973461,256.8025027034057,79.32737339773276,39.44507754899917,0
10.571899010981882,686.2280661040718,874.0681890771482,74.9432234307024,30.446206238093975,0
4.105937474595882,315.74057639910507,920.8008176371452,53.63770271362968,63.538415205431086,0
18.570587071819322,1117.601614112345,662.273868172319,35.1184298383277,89.1173867323157,0
13.807059745742759,319.83734744283106,884.2972208405429,45.82233865849001,31.009447911579386,0
8.926949163920561,750.1677416538118,1174.5784989289157,11.092008323069903,27.599094686617782,0
19.953178803506283,883.9081565243142,1869.2382477653202,64.76531147533335,64.09095932429986,0
25.17980449574958,1795.3409968016535,119.33672655305747,22.660218206494434,16.984647399457035,0
8.036560473638799,858.7790081484168,681.8484152675362,34.70436981901685,76.10169227673971,0
12.349398554136098,1526.0214847393972,1191.932498663441,26.910361128330823,81.04422893029802,0
14.608880236749926,1209.0007397776124,766.0345037118582,40.76166672938312,29.208484713612915,0
6.882371444093557,1374.942153143381,155.39568854255242,63.74151226987219,86.03618994501771,1
24.35238294153563,969.731812576501,807.6978688305695,95.98960597891339,48.440513057836284,0
20.689281219557277,914.2361971815241,789.1117670795463,55.21019227923388,61.28650849848765,0
21.524205619771774,1698.9774900971947,1111.2064443040622,75.32538680363689,20.8768996659461,0
11.359872842671976,1735.5498534932308,422.3798350879723,58.85687405087716,85.62128305723913,1
14.864427480578074,768.78200612335,1679.2386742471538,57.19101633531367,43.26369940002547,0
11.381551145206059,856.859686865409,1912.6299052428235,38.808312306210745,44.86880142858807,0
8.231862497371273,714.3292625237873,1769.7587607417563,26.922215857704074,13.049466970598303,0
19.80329293350571,1079.5296556354988,1380.459634150304,35.554837880992615,33.00211423431838,0
11.840403320846516,279.1956190255039,736.0237819597904,39.96737335651079,18.471281795262332,0
15.066906426639825,1729.3340146620158,334.8126613325659,13.498631183998622,91.03248680920214,0
12.42197780792674,1027.0942311698038,587.4750583221423,38.59710989327583,68.2857669578518,0
19.692202086428587,442.2563411749504,88.52319692421258,72.50433234777661,50.185148520622356,0
23.509336395925768,361.25873167253235,1159.538327814036,68.109567551361,25.925899634603706,0
8.229435462163643,1597.5325213056244,327.66584686875706,99.18130227149983,90.4320237000944,1
17.833989293943485,692.2293574252594,1874.2374242329042,47.06266057746048,40.229806864067115,0
4.8804469391980145,871.9254458275661,681.9204895724615,67.11126194262451,88.70979314023148,0
30.78135096972302,289.19415619750544,132.08556930134446,14.749432583431856,42.53242909831222,0
10.789722109528364,1575.2402821548633,848.0777362570974,49.937962298194826,12.456154732444562,0
13.620994749637479,1025.1044902624087,640.6777819015573,37.30719271272335,49.5367818312227,0
13.914529573803955,733.1605776976028,522.8298862095818,95.41037910431976,36.21350309489713,0
10.210571509710654,1274.0350090691281,71.98649385776021,95.89963332681187,74.80043444967662,1
16.654080745951894,975.4718745708693,322.5599100418961,63.4581538851954,59.258111122756866,0
14.87962416608152,1397.6013570221503,440.0873599910191,44.627980555144624,47.08657535366296,0
15.030171660145276,-130.74369926230293,823.6818554959011,40.096759129263624,64.90056880884966,0
21.55526363687378,581.7818599495191,873.0361768912829,30.791343096878727,55.39887105187867,0
8.823639318723234,606.7499021481394,2204.9969621014206,39.33175728357986,33.70751703902191,0
5.4079735124135855,1259.6810984809922,262.3922008834399,42.50755909599047,57.279653748576884,0
15.393234966160225,1479.5527995716664,806.8213142128739,45.164893960590994,66.84145090790874,0
19.905529360184318,696.8737456692309,1200.2111531682056,25.20568397898652,34.892234017280686,0
